"REMOTE","STATION","date","weeknumber","Total_2020","Total_2019"
"R367","233RD ST-WHITE PLAINS ROAD    ",2020-01-04,"01",20112,19855
"R368","9TH AVENUE-39TH STREET        ",2020-01-04,"01",27907,24996
"R369","FORT HAMILTON PKWY-45TH ST    ",2020-01-04,"01",18221,18225
"R370","71ST STREET-NEW UTRECHT AVE   ",2020-01-04,"01",24668,27511
"R371","79TH STREET-17TH AVENUE       ",2020-01-04,"01",34636,33521
"R372","18TH AVENUE-86TH STREET       ",2020-01-04,"01",31630,30688
"R373","20TH AVENUE-86TH STREET       ",2020-01-04,"01",23744,24195
"R374","BAY PARKWAY-86TH STREET       ",2020-01-04,"01",40862,36081
"R375","NEW LOTS AV-VAN SINDEREN AV   ",2020-01-04,"01",15530,17228
"R376","EAST 105TH ST-FARRAGUT ROAD   ",2020-01-04,"01",13943,14966
"R377","FLUSHING AVE-BROADWAY         ",2020-01-04,"01",38262,30593
"R378","MYRTLE AVENUE-BROADWAY        ",2020-01-04,"01",48757,46359
"R379","KOSCIUSZKO STREET-BROADWAY    ",2020-01-04,"01",21912,22518
"R380","GATES AVENUE-BROADWAY         ",2020-01-04,"01",29035,27155
"R381","HALSEY STREET-BROADWAY        ",2020-01-04,"01",28063,25494
"R382","GRANT AVENUE-PITKIN AVENUE    ",2020-01-04,"01",18984,26380
"R383","HUDSON STREET-78TH STREET     ",2020-01-04,"01",14449,18596
"R384","BOYD STREET-88TH STREET       ",2020-01-04,"01",9695,11911
"R385","ROCKAWAY BLVD-LIBERTY AVE     ",2020-01-04,"01",22777,27345
"R386","174TH STREET-SOUTHERN BLVD    ",2020-01-04,"01",26406,26349
"R387","EAST TREMONT AVENUE-178 ST    ",2020-01-04,"01",26143,24847
"R388","EAST 180TH ST-MORRIS PARK     ",2020-01-04,"01",27328,27415
"R389","BRONX PARK EAST               ",2020-01-04,"01",9987,9988
"R390","8TH AVENUE-62ND STREET        ",2020-01-04,"01",72677,66393
"R391","FORT HAMILTON PARKWAY-62ND    ",2020-01-04,"01",31719,14053
"R392","18TH AVENUE-62ND STREET       ",2020-01-04,"01",25301,13104
"R393","20TH AVENUE-62ND STREET       ",2020-01-04,"01",18458,17431
"R394","BAY PARKWAY-66TH STREET       ",2020-01-04,"01",33442,34030
"R395","KINGS HIGHWAY-WEST 7TH ST     ",2020-01-04,"01",23176,16420
"R396","AVENUE U-WEST 7TH STREET      ",2020-01-04,"01",17503,11804
"R397","86TH STREET-AVENUE V          ",2020-01-04,"01",11366,10477
"R398","NEW UTRECHT AVENUE-62ND ST    ",2020-01-04,"01",27254,21024
"R399","25TH AVENUE-86TH STREET       ",2020-01-04,"01",18184,20941
"R400","BAY 50TH STREET-STILLWELL     ",2020-01-04,"01",11411,11543
"R401","CENTRAL AVE-MYRTLE AVE        ",2020-01-04,"01",19879,8921
"R402","SENECA AVENUE-PALMETTO ST     ",2020-01-04,"01",16695,7453
"R403","FOREST AVENUE-PUTNAM AVENUE   ",2020-01-04,"01",19226,10597
"R404","FRESH POND ROAD-68TH AVENUE   ",2020-01-04,"01",26431,16012
"R405","JACKSON AVENUE-WESTCHESTER    ",2020-01-04,"01",21238,21697
"R406","PROSPECT AVENUE-WESTCHESTER   ",2020-01-04,"01",29451,28397
"R407","INTERVALE 163RD STREET        ",2020-01-04,"01",12763,12216
"R408","SIMPSON ST-WESTCHESTER AVE    ",2020-01-04,"01",33378,31664
"R409","FREEMAN ST-SOUTHERN BLVD      ",2020-01-04,"01",19140,18903
"R411","PARK PLACE-FRANKLIN AVENUE    ",2020-01-04,"01",6070,5960
"R412","BOTANIC GARDEN-FRANKLIN AVE   ",2020-01-04,"01",3883,3691
"R413","KNICKERBOCKER AVE-MYRTLE AV   ",2020-01-04,"01",22400,10259
"R414","HOWARD BEACH-159TH AVE        ",2020-01-04,"01",13184,16465
"R415","BROAD CHANNEL-NOEL ROAD       ",2020-01-04,"01",980,1065
"R416","HOLLAND-BEACH 90TH STREET     ",2020-01-04,"01",2939,3122
"R417","PLAYLAND-BEACH 98TH STREET    ",2020-01-04,"01",1500,1680
"R418","SEASIDE BEACH-105TH STREET    ",2020-01-04,"01",640,600
"R419","ROCKAWAY PARK-BEACH 116TH     ",2020-01-04,"01",2413,2453
"R420","DITMAS AVE-MCDONALD AVE       ",2020-01-04,"01",18399,17281
"R421","AVENUE I-MCDONALD AVENUE      ",2020-01-04,"01",8672,7900
"R422","MCDONALD AVE-22ND AVE         ",2020-01-04,"01",4056,3339
"R423","AVENUE N-MCDONALD AVENUE      ",2020-01-04,"01",13735,11949
"R424","AVENUE P-MCDONALD AVENUE      ",2020-01-04,"01",12070,11087
"R425","AVENUE U-MCDONALD AVENUE      ",2020-01-04,"01",8098,7556
"R426","NEPTUNE AVE-MCDONALD AVENUE   ",2020-01-04,"01",6352,5792
"R427","MIDDLETOWN ROAD-WESTCHESTER   ",2020-01-04,"01",7405,7585
"R428","BUHRE AVE-WESTCHESTER AVE     ",2020-01-04,"01",14729,14549
"R429","PELHAM BAY PARK-BRUCKNER BL   ",2020-01-04,"01",21672,21051
"R430","PELHAM PKWY-ESPLANADE         ",2020-01-04,"01",10945,10116
"R431","DYRE AVENUE-LIGHT STREET      ",2020-01-04,"01",15384,14712
"R432","CHAUNCEY STREET-ROCKAWAY AV   ",2020-01-04,"01",14440,12902
"R433","ALABAMA AVENUE-FULTON ST      ",2020-01-04,"01",7500,7577
"R434","VAN SICLEN AVENUE-FULTON ST   ",2020-01-04,"01",12100,12036
"R435","CLEVELAND STREET-FULTON ST    ",2020-01-04,"01",12702,12757
"R436","NORWOOD AVENUE-FULTON ST      ",2020-01-04,"01",14481,14459
"R437","CRESCENT STREET-FULTON ST     ",2020-01-04,"01",21427,20715
"R438","RALPH AVENUE-FULTON STREET    ",2020-01-04,"01",24500,24682
"R439","ROCKAWAY AVE-HOPKINSON AVE    ",2020-01-04,"01",22384,23721
"R440","LIBERTY AVE-PENNSYLVANIA AV   ",2020-01-04,"01",9881,9342
"R441","VAN SICLEN AVE-PITKIN AVE     ",2020-01-04,"01",12979,13158
"R442","SHEPHERD AVE-PITKIN AVE       ",2020-01-04,"01",13055,13686
"R443","170TH STREET-GRAND CONC.      ",2020-01-04,"01",29191,39836
"R444","238TH ST-WHITE PLAINS ROAD    ",2020-01-04,"01",12241,12090
"R445","138TH STREET-3RD AVE          ",2020-01-04,"01",30588,32458
"R446","BROOK AVENUE-138TH STREET     ",2020-01-04,"01",26113,28341
"R447","CYPRESS AVENUE-138TH STREET   ",2020-01-04,"01",13663,14934
"R448","EAST 143RD ST-SOUTHERN BLVD   ",2020-01-04,"01",3839,3825
"R449","EAST 149TH ST-SOUTHERN BLVD   ",2020-01-04,"01",20751,20397
"R450","LONGWOOD AVE-SOUTHERN BLVD    ",2020-01-04,"01",10359,13394
"R451","WINTHROP ST-NOSTRAND AVE      ",2020-01-04,"01",25568,25627
"R452","72ND STREET & BROADWAY        ",2020-01-04,"01",165899,159219
"R453","23RD STREET-6TH AVENUE        ",2020-01-04,"01",43692,31137
"R455","25TH STREET-4TH AVENUE        ",2020-01-04,"01",3474,3342
"R456","HOYT STREET-FULTON STREET     ",2020-01-04,"01",10835,9843
"R460","MARCY AVENUE-BROADWAY         ",2020-01-04,"01",57854,50882
"R461","BROADWAY LAFAYETTE-BLEECKER   ",2020-01-04,"01",108937,90490
"R462","CANAL STREET-BROADWAY         ",2020-01-04,"01",77759,70683
"R463","CANAL ST-LAFAYETTE ST EAST    ",2020-01-04,"01",115441,115550
"R464","AQUEDUCT RACE TRACK           ",2020-01-04,"01",8392,11567
"R468","RI TRAMWAY (MANHATTAN)        ",2020-01-04,"01",18402,21530
"R469","RI TRAMWAY (ROOSEVELT)        ",2020-01-04,"01",19698,19962
"R535","AIRTRAIN @ HOWARD BEACH       ",2020-01-04,"01",39152,53567
"R536","AIRTRAIN JAMAICA CENTER 1     ",2020-01-04,"01",129512,126627
"R540","PA-PATH WORLD TRADE CNTR      ",2020-01-04,"01",105856,108431
"R541","PA-PATH THIRTY THIRD ST       ",2020-01-04,"01",88021,80662
"R542","PA-PATH TWENTY THIRD ST       ",2020-01-04,"01",15460,13395
"R543","PA-PATH EXCHANGE PLACE        ",2020-01-04,"01",29121,29464
"R544","PA-PATH HARRISON              ",2020-01-04,"01",17721,18420
"R545","PA-PATH 14TH STREET           ",2020-01-04,"01",18538,16506
"R546","PA-PATH PAVONIA/NEWPORT       ",2020-01-04,"01",34996,34985
"R547","PA-PATH 9TH STREET            ",2020-01-04,"01",11245,8978
"R548","PA-PATH CHRISTOPHER ST        ",2020-01-04,"01",9076,7919
"R549","PA-PATH NEWARK                ",2020-01-04,"01",57298,58279
"R550","PA-PATH HOBOKEN               ",2020-01-04,"01",46946,42286
"R551","PA-PATH GROVE ST              ",2020-01-04,"01",39931,35900
"R552","PA-PATH JOURNAL SQUARE        ",2020-01-04,"01",55494,50001
"R555","SBS-M15 @ LIVINGSTON PLAZA    ",2020-01-04,"01",180,153
"R556","SBS-BX12 @ LIVINGSTON PLAZA   ",2020-01-04,"01",1228,864
"R557","SBS-M34 @ LIVINGSTON PLAZA    ",2020-01-04,"01",108,55
"R558","SBS-BX41 @ LIVINGSTON PLAZA   ",2020-01-04,"01",422,241
"R559","SBS-B44 @ LIVINGSTON PLAZA    ",2020-01-04,"01",334,288
"R560","SBS-M60 @ LIVINGSTON PLAZA    ",2020-01-04,"01",168,130
"R561","SBS-M86 @ LIVINGSTON PLAZA    ",2020-01-04,"01",152,92
"R562","MTABC - EASTCHESTER 2         ",2020-01-04,"01",126,97
"R563","SBS-B46 @ LIVINGSTON PLAZA    ",2020-01-04,"01",628,626
"R564","SBS-Q44 @ LIVINGSTON PLAZA    ",2020-01-04,"01",567,397
"R567","SBS-M23 @ LIVINGSTON PLAZA    ",2020-01-04,"01",67,47
"R568","SBS-M79 @ LIVINGSTON PLAZA    ",2020-01-04,"01",36,19
"R569","SBS-BX6 @ LIVINGSTON PLAZA    ",2020-01-04,"01",248,166
"R570","72ND STREET - 2 AVENUE        ",2020-01-04,"01",116126,106163
"R571","86TH STREET - 2 AVENUE        ",2020-01-04,"01",106597,97563
"R572","96TH STREET - 2 AVENUE        ",2020-01-04,"01",74447,69840
"R573","SBS-Q52/53 @ LIVINGSTON PLAZA ",2020-01-04,"01",708,721
"R574","SBS-B82 @ LIVINGSTON PLAZA    ",2020-01-04,"01",250,207
"R575","SBS-M14 @ LIVINGSTON PLAZA    ",2020-01-04,"01",393,
"R001","WHITEHALL STREET              ",2020-01-11,"02",144800,154254
"R003","CYPRESS HILLS                 ",2020-01-11,"02",6552,6091
"R004","75TH STREET & ELDERTS LANE    ",2020-01-11,"02",16416,15804
"R005","85TH STREET & FOREST PKWAY    ",2020-01-11,"02",17887,15968
"R006","WOODHAVEN BOULEVARD           ",2020-01-11,"02",20485,18314
"R007","104TH STREET                  ",2020-01-11,"02",11687,8372
"R008","111TH STREET                  ",2020-01-11,"02",9192,9150
"R009","121ST STREET                  ",2020-01-11,"02",9452,10970
"R010","42ND STREET & 8TH AVENUE      ",2020-01-11,"02",218883,212127
"R011","42ND STREET & 8TH AVENUE      ",2020-01-11,"02",342622,340533
"R012","34TH STREET & 8TH AVENUE      ",2020-01-11,"02",293823,287452
"R013","34TH STREET & 8TH AVENUE      ",2020-01-11,"02",101821,91536
"R014","FULTON STREET                 ",2020-01-11,"02",279085,302684
"R015","FIFTH AVENUE                  ",2020-01-11,"02",126689,102706
"R016","LEXINGTON AVENUE              ",2020-01-11,"02",28284,32138
"R017","LEXINGTON AVENUE              ",2020-01-11,"02",141764,130501
"R018","ROOSEVELT AVE/JACKSON HTS     ",2020-01-11,"02",255839,254433
"R019","179TH STREET & HILLSIDE AVE   ",2020-01-11,"02",66451,70770
"R020","47-50 STREETS/ROCKEFELLER     ",2020-01-11,"02",369187,370413
"R021","42ND STREET & 6TH AVENUE      ",2020-01-11,"02",220055,216056
"R022","34TH STREET & 6TH AVENUE      ",2020-01-11,"02",415184,411027
"R023","34TH STREET & 6TH AVENUE      ",2020-01-11,"02",242974,253285
"R024","SUTPHIN BOULEVARD             ",2020-01-11,"02",109723,98816
"R025","JAMAICA CENTER-PARSONS BLVD   ",2020-01-11,"02",109967,105996
"R027","WALL STREET                   ",2020-01-11,"02",84960,90916
"R028","FULTON & WILLIAM STREETS      ",2020-01-11,"02",115073,119533
"R029","PARK PLACE                    ",2020-01-11,"02",203608,208872
"R030","CHAMBERS STREET               ",2020-01-11,"02",62083,74301
"R031","34TH STREET & 7TH AVENUE      ",2020-01-11,"02",146337,183548
"R032","42ND STREET/TIMES SQUARE      ",2020-01-11,"02",152762,174689
"R033","42ND STREET/TIMES SQUARE      ",2020-01-11,"02",298204,336575
"R034","125TH STREET & BROADWAY       ",2020-01-11,"02",34312,36535
"R035","168TH STREET & BROADWAY       ",2020-01-11,"02",95905,109154
"R036","DYCKMAN STREET                ",2020-01-11,"02",32866,37150
"R037","207TH STREET                  ",2020-01-11,"02",24774,28346
"R038","215TH STREET                  ",2020-01-11,"02",7132,7264
"R039","225TH STREET                  ",2020-01-11,"02",24058,26694
"R040","231ST STREET                  ",2020-01-11,"02",40522,50249
"R041","BOWLING GREEN & BATTERY PL    ",2020-01-11,"02",79390,87457
"R042","BOWLING GREEN & BROADWAY      ",2020-01-11,"02",25180,26609
"R043","WALL STREET                   ",2020-01-11,"02",69325,74554
"R044","BROOKLYN BRIDGE               ",2020-01-11,"02",119998,135927
"R045","42ND STREET & GRAND CENTRAL   ",2020-01-11,"02",74654,99487
"R046","42ND STREET & GRAND CENTRAL   ",2020-01-11,"02",308436,359182
"R047","42ND STREET & GRAND CENTRAL   ",2020-01-11,"02",170349,168119
"R048","42ND STREET & 3RD AVENUE      ",2020-01-11,"02",40122,50978
"R049","51ST STREET & LEXINGTON AVE   ",2020-01-11,"02",98169,108938
"R050","59TH STREET & LEXINGTON AVE   ",2020-01-11,"02",90142,103675
"R051","59TH STREET & LEXINGTON AVE   ",2020-01-11,"02",137214,147235
"R052","WOODLAWN ROAD                 ",2020-01-11,"02",20923,22784
"R053","149TH STREET & 3RD AVENUE     ",2020-01-11,"02",84698,92295
"R054","FIFTH AVENUE & 42ND STREET    ",2020-01-11,"02",57146,62076
"R055","MAIN STREET                   ",2020-01-11,"02",240771,242488
"R056","NEVINS STREET                 ",2020-01-11,"02",40619,45298
"R057","BARCLAYS CENTER               ",2020-01-11,"02",194812,221069
"R058","BERGEN STREET                 ",2020-01-11,"02",17434,18548
"R059","GRAND ARMY PLAZA              ",2020-01-11,"02",32250,33922
"R060","EASTERN PARKWAY               ",2020-01-11,"02",19382,22317
"R061","NOSTRAND AVENUE               ",2020-01-11,"02",18016,18727
"R062","UTICA AVENUE                  ",2020-01-11,"02",101716,107026
"R063","SUTTER AVENUE                 ",2020-01-11,"02",27348,30233
"R064","SARATOGA AVENUE               ",2020-01-11,"02",21672,23536
"R065","ROCKAWAY AVENUE               ",2020-01-11,"02",20217,22147
"R066","JUNIUS STREET                 ",2020-01-11,"02",8783,10154
"R067","PENNSYLVANIA AVENUE           ",2020-01-11,"02",17604,19991
"R068","VAN SICLEN AVENUE             ",2020-01-11,"02",11001,12694
"R069","NEW LOTS AVENUE               ",2020-01-11,"02",21203,23891
"R070","ST GEORGE TERMINAL            ",2020-01-11,"02",35724,42755
"R072","34TH STREET - HUDSON YARDS    ",2020-01-11,"02",83458,47569
"R079","FIFTH AVENUE & 60TH STREET    ",2020-01-11,"02",89194,92045
"R080","57TH STREET & 7TH AVENUE      ",2020-01-11,"02",158297,178231
"R081","49TH STREET & 7TH AVENUE      ",2020-01-11,"02",125662,141613
"R082","28TH STREET & BROADWAY        ",2020-01-11,"02",59960,70059
"R083","23RD STREET & 5TH AVENUE      ",2020-01-11,"02",92884,112689
"R084","59TH STREET/COLUMBUS CIRCLE   ",2020-01-11,"02",337537,355275
"R085","8TH STREET & BROADWAY         ",2020-01-11,"02",74992,82525
"R086","PRINCE STREET & BROADWAY      ",2020-01-11,"02",78185,94296
"R087","CITY HALL                     ",2020-01-11,"02",24196,24355
"R088","CORTLANDT STREET              ",2020-01-11,"02",115708,114807
"R089","JAY ST-METROTECH              ",2020-01-11,"02",16264,16055
"R090","39TH AVENUE & 31ST STREET     ",2020-01-11,"02",17214,
"R091","36TH AVENUE & 31ST STREET     ",2020-01-11,"02",30482,48990
"R092","BROADWAY & 31ST STREET        ",2020-01-11,"02",55221,
"R093","30TH AVENUE & 31ST STREET     ",2020-01-11,"02",65859,80154
"R094","ASTORIA BLVD & 31ST STREET    ",2020-01-11,"02",33302,52364
"R095","DITMARS BLVD & 31ST STREET    ",2020-01-11,"02",74602,73012
"R096","82ND STREET-JACKSON HEIGHTS   ",2020-01-11,"02",76404,79270
"R097","JUNCTION BLVD-ROOSEVELT AVE   ",2020-01-11,"02",106405,107430
"R098","CHURCH AVENUE                 ",2020-01-11,"02",62628,75817
"R099","DEKALB AVENUE                 ",2020-01-11,"02",87532,97331
"R100","METROPOLITAN AVENUE           ",2020-01-11,"02",12866,10552
"R101","145TH STREET                  ",2020-01-11,"02",104391,106734
"R102","125TH STREET                  ",2020-01-11,"02",129708,130197
"R103","BROADWAY-EAST NEW YORK        ",2020-01-11,"02",32745,36357
"R104","167TH ST-GRAND CONCOURSE      ",2020-01-11,"02",43243,2
"R105","14TH STREET & 7TH AVENUE      ",2020-01-11,"02",93688,110038
"R106","CASTLE HILL AVENUE            ",2020-01-11,"02",26111,29513
"R107","WESTCHESTER SQUARE            ",2020-01-11,"02",21304,22870
"R108","BOROUGH HALL - COURT STREET   ",2020-01-11,"02",113242,133864
"R109","CHURCH AVENUE & NOSTRAND AV   ",2020-01-11,"02",39733,42493
"R110","FLATBUSH AVE & NOSTRAND AV    ",2020-01-11,"02",65379,70465
"R111","23RD STREET & 8TH AVENUE      ",2020-01-11,"02",86130,98922
"R112","FORDHAM RD/GRAND CONCOURSE    ",2020-01-11,"02",51552,51673
"R113","SEVENTH AVENUE & WEST 53RD    ",2020-01-11,"02",91632,78107
"R114","PARSONS BLVD & HILLSIDE AV    ",2020-01-11,"02",27081,29919
"R115","169TH STREET & HILLSIDE AVE   ",2020-01-11,"02",34348,36687
"R116","50TH STREET & 7TH AVENUE      ",2020-01-11,"02",123940,134431
"R117","242ND STREET & BROADWAY       ",2020-01-11,"02",22819,29086
"R118","CANAL STREET                  ",2020-01-11,"02",59524,66932
"R119","FORDHAM ROAD & JEROME AVE     ",2020-01-11,"02",40176,45537
"R120","MORRISON AVE & WESTCHESTER    ",2020-01-11,"02",26813,29068
"R121","QUEENSBORO PLAZA              ",2020-01-11,"02",71818,71327
"R122","90TH STREET/ELMHURST AVENUE   ",2020-01-11,"02",83240,86207
"R123","FRANKLIN AVE/EASTERN PKWY     ",2020-01-11,"02",60826,62433
"R124","KINGSTON AVE/EASTERN PKWY     ",2020-01-11,"02",24804,24805
"R125","BROAD STREET & WALL STREET    ",2020-01-11,"02",30777,28981
"R126","175TH STREET/FT WASHINGTON    ",2020-01-11,"02",63021,60295
"R127","JAY ST-METROTECH              ",2020-01-11,"02",123927,138411
"R128","SUTPHIN BLVD-HILLSIDE AVE     ",2020-01-11,"02",19143,20793
"R129","BERGEN STREET-SMITH STREET    ",2020-01-11,"02",51280,52147
"R130","KINGS HIGHWAY-MCDONALD AVE    ",2020-01-11,"02",16503,16744
"R131","23RD STREET-PARK AVE SOUTH    ",2020-01-11,"02",86905,117090
"R132","125TH STREET-LEXINGTON AVE    ",2020-01-11,"02",111398,114801
"R133","MOSHOLU PARKWAY-JEROME AVE    ",2020-01-11,"02",33454,37126
"R134","HUNTERS PT AVE-49TH AVE       ",2020-01-11,"02",19263,23181
"R135","NEWKIRK AVE-NOSTRAND AVE      ",2020-01-11,"02",30987,33390
"R136","SHEEPSHEAD BAY ROAD           ",2020-01-11,"02",53400,57766
"R137","MYRTLE AVE-GATES AVENUE       ",2020-01-11,"02",82495,102394
"R138","WEST 4TH ST-WASHINGTON SQ     ",2020-01-11,"02",209070,197021
"R139","CANAL STREET-LISPENARD ST     ",2020-01-11,"02",88094,91451
"R140","QUEENS PLAZA-JACKSON AVE      ",2020-01-11,"02",55535,56557
"R141","71ST AVE-CONTINENTAL AVE      ",2020-01-11,"02",104606,112835
"R142","ESSEX ST-DELANCEY ST          ",2020-01-11,"02",140571,123229
"R143","28TH STREET-PARK AVE SOUTH    ",2020-01-11,"02",83489,1
"R144","96TH STREET-LEXINGTON AVE     ",2020-01-11,"02",65718,71692
"R145","241ST ST-WHITE PLAINS RD      ",2020-01-11,"02",19557,22007
"R146","HUNTS PT AVE-SOUTHERN BLVD    ",2020-01-11,"02",42041,42788
"R147","61ST STREET-ROOSEVELT AVE     ",2020-01-11,"02",79681,82197
"R148","PARKSIDE AVE-OCEAN AVE        ",2020-01-11,"02",29891,32420
"R149","NEWKIRK PLAZA                 ",2020-01-11,"02",45361,49192
"R150","AVENUE U-EAST 16TH STREET     ",2020-01-11,"02",32852,35633
"R151","STILLWELL AVE-CONEY ISLAND    ",2020-01-11,"02",52212,57831
"R152","ROCKAWAY PKWY-GLENWOOD RD     ",2020-01-11,"02",44816,45523
"R153","UTICA AVE-STUYVESANT AVE      ",2020-01-11,"02",67073,73835
"R154","TREMONT AVE-179TH ST          ",2020-01-11,"02",41842,45591
"R155","KINGSBRIDGE RD-196TH ST       ",2020-01-11,"02",34937,35796
"R156","BEDFORD PARK BLVD-203RD ST    ",2020-01-11,"02",28880,31381
"R157","205TH ST-BAINBRIDGE AVE       ",2020-01-11,"02",37719,37980
"R158","UNION TURNPIKE-KEW GARDENS    ",2020-01-11,"02",80838,86366
"R159","116TH STREET-COLUMBIA         ",2020-01-11,"02",36555,40070
"R160","ASTOR PLACE-4 AVENUE          ",2020-01-11,"02",72695,75749
"R161","KINGSBRIDGE RD-JEROME AVE     ",2020-01-11,"02",33937,38069
"R162","ELDER AVE-WESTCHESTER AVE     ",2020-01-11,"02",30165,31401
"R163","14TH STREET-6TH AVENUE        ",2020-01-11,"02",96117,105019
"R164","66TH STREET-BROADWAY          ",2020-01-11,"02",108509,111992
"R165","TOMPKINSVILLE                 ",2020-01-11,"02",2535,3419
"R166","79TH STREET-BROADWAY          ",2020-01-11,"02",75389,78282
"R167","86TH STREET-BROADWAY          ",2020-01-11,"02",81056,89036
"R168","96TH STREET-BROADWAY          ",2020-01-11,"02",166580,172190
"R169","137TH STREET-BROADWAY         ",2020-01-11,"02",55807,60185
"R170","14TH STREET-UNION SQUARE      ",2020-01-11,"02",414243,475859
"R171","7TH AVENUE-PARK PLACE         ",2020-01-11,"02",40285,46111
"R172","BRIGHTON BEACH-CONEY ISLAND   ",2020-01-11,"02",48603,52068
"R173","207TH STREET-BROADWAY         ",2020-01-11,"02",38375,40119
"R174","181ST STREET-FT WASH AVE      ",2020-01-11,"02",47426,55075
"R175","8TH AVENUE-14TH STREET        ",2020-01-11,"02",220287,230740
"R176","33RD STREET-PARK AVENUE       ",2020-01-11,"02",120207,149462
